sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-3.4847;2.4816;7.758;-2.4974;2.1009;9.2477;-1.2918;-0.4216;-0.2875;0.539;0.246;0.2694;3.3;-5.47;28.95;-24.87;18.86;-12.37;15.11;2.0;69.387;;;;NaN;;;;0 / 0;527568;2021-03-12 21:46:24:946
-3.317;1.8013;8.6204;-2.5313;2.7022;9.0808;-0.7092;-0.5304;-0.0752;0.234;0.8065;-1.0604;3.4;-5.05;28.95;-25.45;14.13;-15.71;8.55;2.0;69.537;;;;NaN;;;;0 / 0;528067;2021-03-12 21:46:25:445
-1.3623;2.4002;8.5821;-1.916;1.9088;9.4263;-0.5431;2.2734;-0.9128;-0.1718;-0.4832;-0.138;3.3;0.56;33.54;-20.68;4.9;-11.22;11.49;2.0;60.213;;;;NaN;;;;0 / 0;528567;2021-03-12 21:46:25:945
-1.9659;2.1511;10.6039;-1.7584;1.7007;9.4966;0.8655;-0.4741;-0.6814;1.1258;0.2224;-0.1986;3.3;1.76;31.67;-23.8;3.85;-9.99;10.49;2.0;57.618;;;;NaN;;;;0 / 0;529067;2021-03-12 21:46:26:445
-0.7826;3.7225;9.3343;-2.2014;2.4739;9.2306;0.1868;0.7642;-0.9461;-0.3605;-1.1643;0.0237;3.3;-3.85;32.28;-22.75;14.23;-14.61;13.41;2.0;54.124;;;;NaN;;;;0 / 0;529568;2021-03-12 21:46:26:946
-3.4464;0.5269;9.4061;-4.1274;0.9348;8.8465;-2.2089;0.2548;-1.4538;-0.7125;1.2385;1.1283;3.3;-12.4;26.4;-27.56;34.59;-5.74;16.49;2.0;55.067;;;;NaN;;;;0 / 0;530067;2021-03-12 21:46:27:445
-3.0104;0.5652;8.5725;-3.3685;1.1137;9.1424;-0.1622;-0.4144;-0.8638;-2.7566;0.3998;1.4885;3.0;8.16;36.55;-12.4;355.0;-6.52;20.23;2.0;58.604;;;;NaN;;;;0 / 0;530566;2021-03-12 21:46:27:944
-0.6484;1.1833;8.2084;-2.6412;0.3522;9.4377;0.5556;-0.7642;2.8576;2.5805;-0.9967;-0.6634;4.0;20.8;27.93;-9.9;328.44;-2.06;15.63;2.0;51.467;;;;NaN;;;;0 / 0;531067;2021-03-12 21:46:28:445
-1.0317;2.8362;3.2881;-2.2461;2.7885;9.1296;-0.3072;-2.2647;-1.3422;5.33;-0.3036;-0.307;3.6;15.71;30.08;-14.68;340.63;-16.52;13.82;2.0;50.86;;;;NaN;;;;0 / 0;531567;2021-03-12 21:46:28:945
-1.6593;0.4215;11.6962;-2.2018;1.0412;9.4994;0.2518;0.8738;-0.5892;-1.5934;-0.4438;-0.927;3.7;9.22;33.55;-16.11;352.68;-15.47;14.14;2.0;51.531;;;;NaN;;;;0 / 0;532067;2021-03-12 21:46:29:445
-4.0692;0.824;8.3952;-3.5715;2.0156;8.908;-0.4595;-0.1487;1.5495;-0.0719;0.8801;-1.746;3.7;-9.65;26.82;-27.95;27.3;-14.22;14.36;2.0;50.437;;;;NaN;;;;0 / 0;532568;2021-03-12 21:46:29:946
-4.5962;2.5008;7.4562;-4.2125;2.4126;8.5209;-0.3738;0.3268;-0.4631;0.1095;-0.0359;-0.2699;3.0;-14.26;17.22;-33.54;50.89;-14.24;26.31;2.0;66.148;;;;NaN;;;;0 / 0;533067;2021-03-12 21:46:30:445
-2.6798;-0.0672;10.1487;-3.63;1.7339;8.9435;-0.48;-0.2887;-0.7192;-0.7033;-0.0647;0.8654;3.3;-8.86;29.46;-24.58;28.97;-10.18;22.09;2.0;62.892;;;;NaN;;;;0 / 0;533566;2021-03-12 21:46:30:944
-1.2138;1.0827;10.2637;-1.6466;1.5343;9.5449;0.3345;-0.3728;0.0747;-0.6432;0.2759;1.2976;4.6;13.77;32.22;-13.78;341.51;-9.0;9.79;2.0;67.376;;;;NaN;;;;0 / 0;534068;2021-03-12 21:46:31:446
-1.4006;1.2839;8.6779;-1.9024;1.4783;9.5061;0.7395;-0.0782;0.6087;0.303;0.537;1.4147;5.5;24.7;22.89;-7.45;316.88;-7.13;12.87;2.0;68.207;;;;NaN;;;;0 / 0;534567;2021-03-12 21:46:31:945
-2.7517;3.5213;8.4144;-2.1213;2.2731;9.3007;0.7878;0.4693;-1.933;-0.4931;0.4399;0.9741;5.1;30.31;7.98;-5.39;290.39;-13.4;12.85;2.0;70.22;;;;NaN;;;;0 / 0;535067;2021-03-12 21:46:32:445
-2.5888;3.986;9.3151;-1.3046;1.9647;9.5189;1.1431;-0.6103;0.2427;0.29;0.6469;0.1605;6.4;29.55;0.13;-8.0;274.8;-11.56;7.8;2.0;49.404;;;;NaN;;;;0 / 0;535568;2021-03-12 21:46:32:946
-0.682;1.121;10.1008;-1.1982;2.7361;9.3407;2.025;-0.7339;1.3286;0.2457;0.6833;-2.1929;4.6;29.77;13.89;-6.14;299.15;-16.2;7.31;2.0;65.691;;;;NaN;;;;0 / 0;536067;2021-03-12 21:46:33:445
-1.4869;3.3248;10.3643;-1.4912;3.5104;9.0346;0.24;0.3314;2.4871;0.3956;-0.9559;-1.4261;3.3;17.78;26.78;-17.27;339.17;-21.78;16.18;2.0;68.081;;;;NaN;;;;0 / 0;536567;2021-03-12 21:46:33:945
-1.8941;3.5404;9.0276;-0.4089;3.9223;8.9788;0.2177;-0.8339;-0.288;-0.4249;-0.3007;-1.9451;4.9;-6.92;26.04;-27.5;12.64;-25.31;1.78;2.0;67.56;;;;NaN;;;;0 / 0;537066;2021-03-12 21:46:34:444
2.5567;4.4028;8.4336;0.3364;3.8348;9.0195;-0.1825;-0.3119;1.0169;0.5041;-0.7606;-0.5415;4.9;-26.7;14.37;-24.92;48.5;-23.02;-2.14;2.0;57.072;;;;NaN;;;;0 / 0;537567;2021-03-12 21:46:34:945
-1.0221;3.7896;8.8168;-0.4752;3.9501;8.9633;-0.4485;-0.2189;-0.1289;-0.1645;-0.0684;-1.5641;3.3;-31.98;-10.28;-20.18;89.88;-24.78;-3.32;2.0;62.23;;;;NaN;;;;0 / 0;538067;2021-03-12 21:46:35:445
-1.0078;5.3993;7.6814;-1.1296;5.0308;8.3418;0.0695;0.322;-0.6242;-0.149;-0.7208;-1.4127;6.1;-18.74;-32.14;-5.93;142.34;-30.85;4.29;2.0;63.966;;;;NaN;;;;0 / 0;538569;2021-03-12 21:46:35:947
-0.8497;2.3139;9.7319;-1.0879;4.3052;8.7437;1.263;-1.4088;0.2082;-0.5752;-0.4162;-3.2408;6.1;22.46;-25.26;-1.44;226.18;-26.04;7.09;2.0;53.966;;;;NaN;;;;0 / 0;539067;2021-03-12 21:46:36:445
-4.0356;1.7199;8.7067;-3.7848;2.6391;8.6534;-0.3562;-0.867;0.554;0.8739;-0.7627;-1.6197;4.2;31.21;5.9;0.53;287.13;-15.61;23.62;2.0;51.973;;;;NaN;;;;0 / 0;539567;2021-03-12 21:46:36:945
-2.7277;2.266;8.7785;-2.8002;3.2298;8.826;0.0862;-1.0819;0.3962;0.6394;-0.7082;-1.6414;3.7;25.35;21.98;-9.72;322.04;-18.66;18.31;2.0;67.066;;;;NaN;;;;0 / 0;540067;2021-03-12 21:46:37:445
-2.148;2.6685;9.0564;-1.9817;2.9609;9.1366;-0.2402;0.0581;0.2663;0.3543;-0.6417;-1.3553;3.7;2.08;29.71;-24.82;6.65;-17.17;14.2;2.0;69.499;;;;NaN;;;;0 / 0;540572;2021-03-12 21:46:37:950
0.7793;3.2721;9.133;0.0123;4.1301;8.8945;0.6168;-0.6373;0.4135;0.2749;-1.5817;-0.2522;4.6;-17.49;20.82;-28.44;35.19;-21.87;7.4;2.0;68.847;;;;NaN;;;;0 / 0;541068;2021-03-12 21:46:38:446
-6.709;-1.7823;10.9824;-4.3927;-0.7845;8.7327;-0.4319;0.3445;-0.2769;-0.7372;-0.1445;-1.5036;2.4;-19.17;10.37;-34.86;76.01;4.59;26.7;2.0;52.123;;;;NaN;;;;0 / 0;541567;2021-03-12 21:46:38:945
-1.3192;0.364;12.8844;-2.806;-1.4027;9.2913;0.9205;-1.8857;3.5238;3.9359;-0.9967;0.2785;4.8;-17.03;29.45;-20.29;39.59;8.22;16.8;2.0;53.054;;;;NaN;;;;0 / 0;542067;2021-03-12 21:46:39:445
-1.9228;1.3078;8.7067;-2.7106;1.5684;9.2932;-0.3115;-0.2165;-1.0039;1.3082;0.3992;0.8121;3.6;-6.88;30.44;-23.75;23.11;0.31;14.41;2.0;67.001;;;;NaN;;;;0 / 0;542567;2021-03-12 21:46:39:945
-2.0713;2.7164;9.1043;-1.7402;1.8243;9.477;0.7696;0.4426;0.105;-0.3726;0.0038;0.7911;4.3;4.76;32.96;-18.18;357.34;-11.98;10.37;2.0;63.38;;;;NaN;;;;0 / 0;543068;2021-03-12 21:46:40:446
-0.6245;2.3092;9.593;-1.279;2.0681;9.5004;0.8293;0.0476;0.0897;-0.0318;0.1996;0.472;4.6;11.96;31.2;-15.59;344.33;-11.11;8.56;2.0;56.216;;;;NaN;;;;0 / 0;543567;2021-03-12 21:46:40:945
0.6739;2.8026;9.7511;0.2427;2.8155;9.3907;1.0112;0.604;-0.7965;-0.2998;0.0374;-0.0225;6.1;16.75;25.87;-17.33;330.33;-15.72;0.35;2.0;52.008;;;;NaN;;;;0 / 0;544068;2021-03-12 21:46:41:446
0.5637;3.32;9.3343;-0.4771;2.2834;9.5252;0.4898;0.2475;0.1043;0.3538;-0.1105;-0.3525;5.5;17.85;27.03;-14.6;328.48;-11.38;-0.17;2.0;70.016;;;;NaN;;;;0 / 0;544567;2021-03-12 21:46:41:945
-0.5239;3.7129;9.5499;-0.6357;3.3201;9.2056;0.1372;0.413;-0.0446;0.5901;-0.3354;-0.3108;4.9;9.08;29.55;-21.36;348.37;-16.52;4.87;2.0;70.268;;;;NaN;;;;0 / 0;545067;2021-03-12 21:46:42:445
2.5471;6.5827;9.5211;0.0922;3.7845;9.0465;-1.6294;-1.9927;0.1485;-0.5328;0.0895;1.5707;4.9;13.18;26.34;-21.9;337.81;-22.7;-0.58;2.0;53.775;;;;NaN;;;;0 / 0;545567;2021-03-12 21:46:42:945
-2.8571;5.6532;8.3521;0.1674;4.2492;8.8366;2.6961;0.0784;-0.1252;-0.268;1.417;-0.5551;3.9;14.13;25.8;-22.41;336.69;-24.55;-0.3;2.0;48.613;;;;NaN;;;;0 / 0;546066;2021-03-12 21:46:43:444
0.8703;4.7717;9.9379;-0.5964;2.7489;9.3946;2.4715;-1.4077;2.3872;0.0506;-0.3095;0.7344;4.6;17.19;27.91;-17.69;338.23;-16.57;11.39;2.0;58.447;;;;NaN;;;;0 / 0;546567;2021-03-12 21:46:43:945
-0.4712;1.8732;9.5786;-1.4647;2.6465;9.3285;2.1521;-0.9789;0.6152;-0.1922;1.0159;-1.2812;3.6;13.62;30.87;-16.72;338.6;-15.96;1.5;2.0;52.953;;;;NaN;;;;0 / 0;547067;2021-03-12 21:46:44:445
-1.4821;3.5548;10.0769;-1.5751;2.9018;9.2341;-1.0993;0.6336;1.4529;0.0476;-0.8826;0.9303;3.6;17.21;28.24;-15.56;339.92;-14.8;16.44;2.0;54.585;;;;NaN;;;;0 / 0;547568;2021-03-12 21:46:44:946
-2.033;3.114;11.0207;-1.3656;2.9582;9.2496;-0.4373;-0.538;-0.9022;-1.0303;0.275;1.0694;4.6;21.27;25.51;-12.59;328.45;-21.72;9.59;2.0;69.866;;;;NaN;;;;0 / 0;548067;2021-03-12 21:46:45:445
-1.9132;1.8205;6.0429;-3.8581;3.1423;8.4505;0.5103;0.2773;-0.1743;-0.2775;1.3372;-0.9483;3.6;27.33;20.2;-1.51;320.23;-14.09;38.55;2.0;69.796;;;;NaN;;;;0 / 0;548567;2021-03-12 21:46:45:945
-8.2852;-0.1103;8.0599;-4.572;1.427;8.5575;-4.6012;-2.5522;1.4109;0.7912;-1.4477;-0.091;3.4;19.03;30.73;-4.26;337.8;-7.66;34.84;2.0;62.444;;;;NaN;;;;0 / 0;549068;2021-03-12 21:46:46:446
-1.8174;1.6049;9.1953;-3.7179;2.7998;8.6318;-0.3438;0.6499;1.3638;0.844;0.0774;0.27;3.6;23.48;26.1;-5.17;330.47;-11.86;33.63;2.0;62.444;;;;NaN;;;;0 / 0;549567;2021-03-12 21:46:46:945
-4.462;3.0278;8.7498;-4.4262;3.0054;8.2187;0.4337;0.3844;-1.923;0.082;-1.6135;-1.2178;3.4;21.53;27.32;-7.26;332.46;-17.85;28.3;2.0;61.999;;;;NaN;;;;0 / 0;550067;2021-03-12 21:46:47:445
-1.6306;2.8889;8.4719;0.2681;2.3177;9.5251;-1.9488;0.1638;-1.2363;-0.0242;-2.0066;0.1457;6.4;14.05;29.45;-14.5;335.38;-13.67;-1.61;2.0;60.689;;;;NaN;;;;0 / 0;550566;2021-03-12 21:46:47:944
-1.5252;5.2843;8.5773;-3.3148;3.8272;8.3985;2.0762;1.2736;0.1328;0.3731;0.9795;0.5566;3.6;23.93;22.41;-7.38;319.56;-20.84;14.75;2.0;67.547;;;;NaN;;;;0 / 0;551068;2021-03-12 21:46:48:446
-0.8592;1.9355;9.1426;-1.4932;3.0004;9.2162;0.5095;-0.9884;-0.1273;-0.5409;-0.6657;0.3623;5.2;22.25;22.98;-9.07;324.54;-20.74;14.92;2.0;60.402;;;;NaN;;;;0 / 0;551567;2021-03-12 21:46:48:945
-0.1262;5.064;7.5377;-2.5674;4.2638;8.4498;1.0847;1.5365;-0.0963;1.1922;-0.8975;-0.4492;3.6;23.3;19.18;-11.6;323.48;-25.77;16.9;2.0;60.225;;;;NaN;;;;0 / 0;552067;2021-03-12 21:46:49:445
1.474;4.398;9.2816;-0.1935;3.4486;9.1783;-0.4661;-0.1721;2.3315;0.1383;-0.667;0.7691;5.8;20.08;19.8;-13.51;320.38;-20.59;1.21;2.0;60.812;;;;NaN;;;;0 / 0;552567;2021-03-12 21:46:49:945
1.2392;3.4781;9.8038;0.349;3.0027;9.3291;1.5264;-0.7963;1.0936;-0.2438;0.8042;-0.1719;6.4;11.62;26.36;-15.28;336.74;-17.83;-2.14;2.0;56.485;;;;NaN;;;;0 / 0;553067;2021-03-12 21:46:50:445
-1.2569;3.435;10.029;-0.9484;2.8897;9.3231;-0.4718;0.6179;0.6304;-0.1012;-0.4295;0.0782;5.2;8.0;29.67;-13.52;350.18;-18.47;8.86;2.0;68.602;;;;NaN;;;;0 / 0;553566;2021-03-12 21:46:50:944
-0.1789;3.8854;9.0995;-0.1389;4.3448;8.7905;-0.6635;-0.2696;1.1148;0.9214;-0.2162;0.1677;5.8;10.89;25.14;-18.76;340.91;-26.3;0.91;2.0;69.873;;;;NaN;;;;0 / 0;554067;2021-03-12 21:46:51:445
-0.5814;4.398;4.8835;-0.3178;5.8159;7.8895;-3.5895;-1.0986;1.4748;1.5434;-0.1606;2.0243;5.8;19.13;16.66;-15.25;321.41;-36.37;2.31;2.0;56.183;;;;NaN;;;;0 / 0;554567;2021-03-12 21:46:51:945
3.4718;5.4664;9.9475;2.2933;4.9176;8.1688;1.2564;0.0723;0.3504;-0.0444;0.3042;0.947;4.0;24.43;3.1;-9.66;280.49;-32.61;-13.47;2.0;44.882;;;;NaN;;;;0 / 0;555067;2021-03-12 21:46:52:445
2.3411;5.2364;9.7702;2.8466;3.8456;8.5603;-0.5172;0.0224;-1.962;-0.3459;0.2457;0.5117;4.9;22.54;-3.7;-8.74;262.86;-24.11;-18.19;2.0;46.15;;;;NaN;;;;0 / 0;555566;2021-03-12 21:46:52:944
5.7667;1.969;9.248;3.957;2.5473;8.6037;-0.1201;0.887;-0.715;-0.3841;0.2557;0.6216;4.6;17.58;-8.42;-11.12;251.32;-15.06;-24.7;2.0;50.973;;;;NaN;;;;0 / 0;556070;2021-03-12 21:46:53:448
0.4439;5.4424;6.2728;2.6336;4.4846;8.314;-2.4812;0.5499;-1.7261;-0.0732;0.4996;-0.4833;3.6;23.02;-2.44;-10.39;268.63;-27.21;-17.58;2.0;61.029;;;;NaN;;;;0 / 0;556567;2021-03-12 21:46:53:945
6.9644;2.1319;10.7093;2.8549;1.412;9.275;-0.0111;0.2857;2.4194;1.2546;-0.3938;0.9518;6.4;21.14;-3.04;-11.21;264.55;-9.2;-16.35;2.0;53.135;;;;NaN;;;;0 / 0;557067;2021-03-12 21:46:54:445
0.1996;5.2987;6.8526;1.7279;5.4331;7.9791;-1.4652;0.0808;-1.4286;-0.6136;-0.0435;-0.4168;3.1;24.99;0.06;-9.3;274.22;-33.64;-12.22;2.0;55.006;;;;NaN;;;;0 / 0;557567;2021-03-12 21:46:54:945
3.0406;1.6672;10.0769;2.2853;1.6499;9.3928;-0.3933;0.8145;0.027;-0.7969;0.119;0.0633;8.8;23.8;-0.9;-10.57;271.06;-15.52;-12.86;2.0;40.568;;;;NaN;;;;0 / 0;558067;2021-03-12 21:46:55:445
6.5715;0.6323;9.0612;4.7035;0.6484;8.5806;1.1991;0.1422;1.0959;0.4738;-0.1;0.2244;6.7;18.7;-1.62;-16.0;266.07;-3.79;-28.73;2.0;38.146;;;;NaN;;;;0 / 0;558567;2021-03-12 21:46:55:945
4.5785;3.0997;9.3965;3.9418;2.0688;8.738;-0.0832;0.2151;1.028;0.4606;-0.5555;-0.3018;7.6;20.1;4.37;-15.14;281.72;-12.18;-24.28;2.0;48.641;;;;NaN;;;;0 / 0;559067;2021-03-12 21:46:56:445
4.2671;4.4747;7.7724;4.1474;3.744;8.0593;0.1466;0.4226;-0.1393;0.006;-0.0048;-0.6239;6.4;18.34;8.16;-16.54;292.43;-21.06;-27.84;2.0;53.216;;;;NaN;;;;0 / 0;559567;2021-03-12 21:46:56:945
4.0227;4.1058;9.0324;3.2288;4.177;8.2643;0.776;-0.0434;-0.0738;-0.101;-0.1758;-0.3183;9.0;17.52;13.44;-14.26;303.49;-25.88;-21.61;2.0;55.66;;;;NaN;;;;0 / 0;560067;2021-03-12 21:46:57:445
3.7209;4.2207;8.3425;3.975;4.4012;7.8102;0.3302;0.3575;0.021;-0.0425;-0.0048;-0.5021;12.3;13.48;16.63;-16.34;315.15;-26.67;-26.97;2.0;47.457;;;;NaN;;;;0 / 0;560567;2021-03-12 21:46:57:945
4.9139;4.7094;5.9662;4.6564;4.9044;7.1018;0.3513;-0.2684;0.0652;0.1401;-0.3176;0.0015;10.8;11.07;16.05;-18.64;313.76;-30.01;-33.25;2.0;52.788;;;;NaN;;;;0 / 0;561067;2021-03-12 21:46:58:445
5.3738;4.7525;7.2837;4.6666;4.4398;7.3947;0.5505;0.0941;-0.1834;-0.6062;-0.3486;-0.6392;13.8;6.66;20.47;-17.41;326.19;-28.59;-32.91;2.0;48.741;;;;NaN;;;;0 / 0;561566;2021-03-12 21:46:58:944
4.3246;3.4686;7.9114;3.3797;3.6281;8.4608;0.5581;1.188;-0.0955;-2.0701;1.1099;-1.8564;10.5;-8.43;26.81;-6.51;9.59;-21.71;-21.77;2.0;26.99;;;;NaN;;;;0 / 0;562068;2021-03-12 21:46:59:446
-1.9324;-0.872;12.4436;-2.1231;-0.6882;9.5493;-1.0743;1.6444;-0.5263;-3.9089;0.1191;0.6623;6.4;-11.34;24.98;-7.83;26.93;4.02;12.53;2.0;53.847;;;;NaN;;;;0 / 0;562573;2021-03-12 21:46:59:951
-2.6894;-0.1965;8.6683;-3.6149;-0.2193;9.1134;1.0436;1.0174;-1.4647;-3.0654;0.4404;0.7504;4.6;-3.25;27.34;-9.06;11.36;-9.98;17.8;2.0;50.337;;;;NaN;;;;0 / 0;563067;2021-03-12 21:47:00:445
-2.3588;-1.1499;9.5882;-2.8409;-2.082;9.1523;0.668;0.3061;1.1101;-3.2311;-0.2163;0.0563;5.8;-1.24;29.24;-2.85;3.63;-8.66;17.23;2.0;67.971;;;;NaN;;;;0 / 0;563567;2021-03-12 21:47:00:945
-2.2294;-2.8699;11.6196;-2.7647;0.7832;9.3762;0.4548;2.1041;-1.4474;-3.5492;0.5796;0.2943;6.4;3.87;29.33;5.55;349.03;-4.58;16.43;2.0;67.903;;;;NaN;;;;0 / 0;564067;2021-03-12 21:47:01:445
-0.1118;-2.5058;12.9419;-2.0404;-0.9658;9.5433;0.4152;1.0778;-1.269;-4.3899;-0.0307;0.645;7.6;10.31;28.03;1.6;339.89;5.65;12.07;2.0;64.435;;;;NaN;;;;0 / 0;564568;2021-03-12 21:47:01:946
-0.0064;2.3906;8.0311;-1.7418;-0.064;9.6505;1.6393;-1.7415;4.8108;4.1233;0.3109;-0.5641;7.9;10.02;27.97;2.65;339.75;2.59;8.86;2.0;47.674;;;;NaN;;;;0 / 0;565067;2021-03-12 21:47:02:445
-2.0666;-3.7418;13.1239;-2.7266;-4.0075;8.525;1.5875;0.7384;3.922;-1.3763;0.1202;-0.3616;4.6;1.26;29.07;6.58;354.24;5.26;16.73;2.0;57.263;;;;NaN;;;;0 / 0;565567;2021-03-12 21:47:02:945
-3.0439;3.9285;1.5154;-3.0941;5.219;7.7045;2.3233;-2.7645;0.993;3.6214;0.3658;-0.5554;6.4;-8.83;12.64;-24.92;39.32;-32.15;21.88;2.0;50.673;;;;NaN;;;;0 / 0;566066;2021-03-12 21:47:03:444
-2.2294;5.8545;7.2646;-1.769;5.7496;7.7449;0.0548;0.7138;0.2357;0.3929;-0.4879;-0.4552;7.9;-14.49;13.06;-21.24;41.51;-35.89;12.87;2.0;53.289;;;;NaN;;;;0 / 0;566567;2021-03-12 21:47:03:945
-0.864;6.4342;6.4166;-0.8914;6.4859;7.3013;-0.2817;0.0807;-0.4924;0.1633;-0.2532;0.2502;9.9;-17.35;10.66;-20.04;47.84;-36.94;11.16;2.0;52.638;;;;NaN;;;;0 / 0;567067;2021-03-12 21:47:04:445
0.5637;6.7168;11.1357;-0.4856;6.0466;7.7054;0.4999;0.3938;0.2836;-1.3228;0.8007;1.0655;9.3;-9.44;17.79;-20.62;21.07;-38.07;3.61;2.0;52.562;;;;NaN;;;;0 / 0;567567;2021-03-12 21:47:04:945
2.8777;1.7294;12.0316;0.108;5.3227;8.2358;0.0174;0.8873;-0.9729;-1.5305;0.4149;0.4409;10.5;-2.91;22.97;-18.67;5.3;-32.87;-0.75;2.0;47.37;;;;NaN;;;;0 / 0;568066;2021-03-12 21:47:05:444
1.3063;9.5243;-0.1231;-3.6823;8.9988;1.2776;2.0717;9.863;-0.9062;1.3151;4.2909;0.3458;0.7;10.87;3.91;-23.12;354.25;-41.4;21.07;2.0;43.602;;;;NaN;;;;0 / 0;568568;2021-03-12 21:47:05:946
-5.7604;6.4629;-4.2337;-6.4329;6.3529;-3.7985;0.2003;0.3437;0.1463;0.0699;0.0836;-0.1932;0.1;23.88;11.51;-8.13;44.77;-40.19;121.81;0.0;43.027;;;;NaN;;;;0 / 0;569067;2021-03-12 21:47:06:445
-5.9999;6.2186;-0.5255;-7.1158;6.7187;0.6283;0.7802;0.4359;-2.3685;-0.9546;-4.6765;-0.4052;1.1;12.19;14.56;-19.5;42.87;-43.24;84.95;0.0;40.613;;;;NaN;;;;0 / 0;569567;2021-03-12 21:47:06:945
-1.0557;2.9943;8.8168;-2.1305;3.226;9.0124;1.6126;-0.9542;1.3132;0.6249;-0.3538;0.2646;5.4;0.04;25.86;-11.33;5.15;-19.21;13.3;2.0;46.951;;;;NaN;;;;0 / 0;570068;2021-03-12 21:47:07:446
1.3877;3.2194;9.7798;0.1471;3.1206;9.2957;-1.1776;0.956;0.1531;-0.5904;-0.8691;0.3475;11.1;-7.78;24.74;-10.15;18.15;-21.38;4.45;2.0;45.203;;;;NaN;;;;0 / 0;570567;2021-03-12 21:47:07:945
-0.2268;4.5992;7.461;0.0409;5.4924;8.1242;-0.2493;-0.821;-0.8083;0.9908;-0.5762;-0.5397;10.2;-14.09;17.8;-17.4;31.18;-22.26;-0.07;2.0;47.283;;;;NaN;;;;0 / 0;571067;2021-03-12 21:47:08:445
0.4391;2.0744;10.6087;1.2179;1.1887;9.6578;1.3053;-1.4982;1.4331;3.0976;1.9077;-1.3486;8.8;-23.23;9.99;-10.95;61.59;-6.96;-7.19;2.0;56.62;;;;NaN;;;;0 / 0;571568;2021-03-12 21:47:08:946
-1.1754;1.5761;11.174;-1.416;2.3054;9.4261;0.3523;0.6738;0.2748;-1.0923;0.1057;-1.9036;9.9;-22.42;0.76;-13.91;81.74;-13.6;8.54;2.0;52.27;;;;NaN;;;;0 / 0;572067;2021-03-12 21:47:09:445
-2.1336;2.6493;10.2158;-0.2337;2.7955;9.3969;-0.5862;-0.8213;1.7861;0.8461;-1.2431;0.8425;10.2;-20.38;-10.22;-8.42;113.2;-10.44;9.99;2.0;49.572;;;;NaN;;;;0 / 0;572568;2021-03-12 21:47:09:946
-2.7469;-1.2793;11.9837;-0.331;1.5527;9.6773;-1.9498;-2.9871;1.4185;4.27;-1.34;1.121;4.3;-23.37;5.18;-10.49;81.1;12.21;12.27;2.0;47.157;;;;NaN;;;;0 / 0;573068;2021-03-12 21:47:10:446
1.3973;-0.4025;9.3391;0.2526;0.2518;9.8002;0.945;-2.43;0.4673;2.8299;0.4171;1.6009;7.5;-10.57;25.32;-9.23;23.11;-1.47;-1.48;2.0;47.089;;;;NaN;;;;0 / 0;573570;2021-03-12 21:47:10:948
0.5062;-3.7035;11.9549;-0.229;-3.4162;9.1895;0.5619;-0.7657;2.3342;3.8672;-0.1499;-0.2286;6.7;-3.08;29.1;-3.77;6.84;20.39;1.43;2.0;33.135;;;;NaN;;;;0 / 0;574067;2021-03-12 21:47:11:445
-0.6197;-3.0807;11.8687;-0.561;-3.5866;9.11;0.7218;1.9278;1.7796;-4.7211;-0.1796;-0.0776;5.8;-3.29;28.7;5.63;5.11;-4.36;4.29;2.0;35.922;;;;NaN;;;;0 / 0;574567;2021-03-12 21:47:11:945
-0.6341;-1.1308;9.4349;-0.5485;0.5901;9.7735;0.7048;1.2542;0.1985;-2.6462;0.405;-0.3704;7.3;-4.26;28.65;-0.26;7.86;-3.45;3.21;2.0;37.631;;;;NaN;;;;0 / 0;575067;2021-03-12 21:47:12:445
-0.7299;-1.8159;9.8469;-0.5027;0.1063;9.7932;0.0491;0.946;-0.0395;-2.8416;0.2549;0.1577;8.5;-4.02;29.05;1.81;7.65;-0.62;2.94;2.0;43.913;;;;NaN;;;;0 / 0;575566;2021-03-12 21:47:12:944
-0.7203;0.3209;9.708;-0.5968;2.8062;9.3776;0.0685;1.0185;-3.5463;-1.5027;0.1447;0.147;7.9;-3.91;27.2;-9.01;9.14;-16.63;3.64;2.0;37.8;;;;NaN;;;;0 / 0;576067;2021-03-12 21:47:13:445
-0.3083;-0.3402;9.6792;-0.6356;-0.5981;9.7677;-0.1423;0.1062;-0.4413;0.0778;-0.3228;0.2518;7.0;-3.77;29.01;-2.32;8.3;7.11;5.29;2.0;37.688;;;;NaN;;;;0 / 0;576567;2021-03-12 21:47:13:945
