sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
3.8934;-3.4256;8.3138;4.3386;-2.7793;8.344;-0.19;-1.1385;0.5863;1.8567;-0.5843;0.3265;14.7;-1.5;32.49;-9.43;355.17;16.46;-27.47;2.0;50.033;;;;NaN;;;;0 / 0;300067;2021-03-12 21:42:37:445
7.0698;-3.737;8.3904;3.2602;-4.254;8.2125;4.3837;1.4717;1.5813;-1.0992;1.5486;0.9337;17.5;10.04;26.03;-7.06;331.86;25.71;-21.65;2.0;63.528;;;;NaN;;;;0 / 0;300567;2021-03-12 21:42:37:945
5.139;-4.8006;8.8073;5.1846;-4.3414;7.1023;0.7886;2.8238;4.1958;0.0041;0.5663;-2.5431;34.9;3.86;27.44;-2.93;352.69;35.38;-31.12;2.0;62.691;;;;NaN;;;;0 / 0;301067;2021-03-12 21:42:38:445
5.666;-3.5119;8.1653;4.1242;-3.7701;8.059;-0.2817;-0.9382;-3.2758;-1.4124;0.5147;0.1567;18.9;-2.24;28.61;3.93;7.61;5.64;-33.74;2.0;56.564;;;;NaN;;;;0 / 0;301567;2021-03-12 21:42:38:945
5.4888;-4.5946;7.9784;5.5217;-3.4255;7.3449;-0.3622;-0.8567;1.0116;-0.3226;-0.276;0.1518;12.9;0.46;28.25;9.0;10.65;20.44;-36.93;2.0;53.278;;;;NaN;;;;0 / 0;302067;2021-03-12 21:42:39:445
4.9857;-4.1347;6.1866;4.0194;-7.0862;5.4589;1.4399;2.7235;1.8964;-1.8059;0.0856;-0.4977;1.8;-5.9;18.15;21.26;38.04;46.27;-36.36;2.0;46.288;;;;NaN;;;;0 / 0;302567;2021-03-12 21:42:39:945
2.7771;-6.0079;9.0181;5.6972;-1.2549;7.8827;-0.6636;-2.7601;-0.3257;-1.5234;2.0493;-3.2167;3.3;-14.08;26.26;10.2;35.39;22.02;-34.56;2.0;49.903;;;;NaN;;;;0 / 0;303068;2021-03-12 21:42:40:446
5.6373;-5.1312;7.0921;4.3243;-2.3144;8.492;1.3236;-3.6383;-4.4426;-1.31;-0.2023;1.1394;7.2;-7.41;31.93;0.66;12.03;1.81;-23.94;2.0;54.71;;;;NaN;;;;0 / 0;303567;2021-03-12 21:42:40:945
6.4949;-4.3982;7.7245;4.143;-7.4104;4.9084;2.3816;2.341;2.0716;0.4273;0.1507;0.3838;4.0;5.05;26.22;14.2;10.71;49.08;-40.17;2.0;62.694;;;;NaN;;;;0 / 0;304067;2021-03-12 21:42:41:445
3.7592;-3.761;5.1039;5.4933;-1.4302;7.9968;-1.6992;-2.2882;-2.5912;0.1724;-0.4036;-0.3734;7.0;-7.3;31.96;4.02;14.28;8.39;-34.49;2.0;53.539;;;;NaN;;;;0 / 0;304567;2021-03-12 21:42:41:945
6.0637;-4.3646;6.6609;4.8472;-4.6645;7.1357;0.0681;1.4654;1.4815;0.9128;-0.2643;0.4077;3.0;-0.23;33.14;10.71;13.4;32.01;-35.76;2.0;50.592;;;;NaN;;;;0 / 0;305067;2021-03-12 21:42:42:445
4.5833;-4.0053;6.1387;5.6993;-2.8016;7.4726;-0.8656;-1.7684;-1.0993;0.288;-0.1692;-0.5947;3.0;-10.3;33.8;8.01;21.33;16.51;-36.0;2.0;54.705;;;;NaN;;;;0 / 0;305566;2021-03-12 21:42:42:944
5.4552;-4.5084;6.0285;4.9761;-4.0815;7.3994;0.7521;-0.2254;-1.1489;0.0934;0.2334;0.0671;3.1;-5.7;32.93;11.17;18.93;24.59;-33.92;2.0;55.876;;;;NaN;;;;0 / 0;306066;2021-03-12 21:42:43:444
4.7749;-4.5419;6.5028;5.2685;-2.8821;7.7529;-0.5952;-1.9857;-0.7042;0.8071;-0.2022;0.0838;5.5;-7.03;32.36;5.0;15.68;17.09;-34.2;2.0;58.863;;;;NaN;;;;0 / 0;306568;2021-03-12 21:42:43:946
5.7619;-3.3585;7.5041;2.8069;-5.6887;7.4786;0.8163;3.5821;2.301;0.6045;0.3739;-0.5106;2.7;-6.61;27.39;13.48;25.4;38.63;-28.78;2.0;58.009;;;;NaN;;;;0 / 0;307067;2021-03-12 21:42:44:445
5.5319;-2.477;8.654;4.3642;-3.9458;7.8457;0.9829;-0.3468;1.9425;-0.1434;0.0917;-0.7402;3.3;-19.28;25.33;11.85;43.68;22.89;-29.22;2.0;65.991;;;;NaN;;;;0 / 0;307567;2021-03-12 21:42:44:945
5.2636;-4.2497;6.498;5.6836;-1.4683;7.8556;-0.8365;-2.5966;-1.4034;0.4987;-0.225;-0.1174;3.3;-25.69;25.7;6.98;46.11;8.67;-35.36;2.0;65.332;;;;NaN;;;;0 / 0;308067;2021-03-12 21:42:45:445
6.4757;-3.9622;7.3843;4.9622;-4.9044;6.8915;1.5773;0.6222;0.5557;-0.5286;0.0215;0.8837;2.4;-4.33;31.2;16.51;22.03;30.01;-35.76;2.0;63.249;;;;NaN;;;;0 / 0;308568;2021-03-12 21:42:45:946
5.3163;-4.1299;7.5616;5.1308;-3.905;7.3889;0.1499;-0.1563;0.184;0.61;0.4177;-1.1557;2.7;-11.84;31.79;12.56;31.13;34.79;-34.31;2.0;53.192;;;;NaN;;;;0 / 0;309067;2021-03-12 21:42:46:445
4.8324;-3.9957;7.1735;5.5478;-2.6791;7.6299;-0.3209;-1.5776;-0.8079;-0.3294;-0.2517;0.6581;3.3;-20.56;30.68;7.49;35.64;8.72;-34.04;2.0;53.492;;;;NaN;;;;0 / 0;309567;2021-03-12 21:42:46:945
0.5014;-5.1695;13.8665;5.61;-3.4921;7.2459;-0.743;-1.2179;6.1899;1.9158;-1.0718;-0.6787;3.6;-8.71;33.76;7.76;21.85;31.23;-34.81;2.0;48.133;;;;NaN;;;;0 / 0;310066;2021-03-12 21:42:47:444
4.6983;-9.9126;8.3042;4.6571;5.0995;6.9625;-0.6736;-14.5877;2.5834;5.1779;1.3659;5.8085;4.3;9.32;-20.1;-19.4;237.55;-31.33;-33.78;2.0;55.735;;;;NaN;;;;0 / 0;310567;2021-03-12 21:42:47:945
11.9949;-2.18;12.5442;3.6411;1.1621;9.0312;11.2887;-0.8909;2.5571;-0.0723;-1.7198;-3.9663;3.7;8.0;-27.85;-13.15;201.76;-6.93;-12.2;2.0;58.349;;;;NaN;;;;0 / 0;311066;2021-03-12 21:42:48:444
11.4871;-14.7323;21.3596;0.941;8.2741;5.1793;10.3121;-22.7642;15.6045;-2.1513;-4.7925;-4.8578;6.7;-13.58;8.29;-32.5;346.81;-46.99;-34.73;2.0;65.032;;;;NaN;;;;0 / 0;311567;2021-03-12 21:42:48:945
13.528;-14.44;21.005;3.9651;6.5636;6.1129;7.9993;-21.2043;15.1866;-0.8395;-6.4321;-4.2886;3.0;25.58;-10.38;-19.18;267.7;-35.17;-14.08;2.0;67.302;;;;NaN;;;;0 / 0;312068;2021-03-12 21:42:49:446
15.0563;-22.393;29.691;-5.1588;-1.5653;8.1919;7.4194;-16.8008;12.8156;-6.4069;3.4498;7.3804;6.4;31.28;-14.43;12.49;245.55;9.18;32.2;2.0;61.319;;;;NaN;;;;0 / 0;312567;2021-03-12 21:42:49:945
8.876;-6.7266;8.1557;7.0208;1.2073;6.7395;15.5598;-10.2214;-8.1859;-2.3596;0.8037;4.5722;10.3;-27.5;22.92;-10.54;24.0;-33.01;-38.81;2.0;57.963;;;;NaN;;;;0 / 0;313067;2021-03-12 21:42:50:445
9.6809;0.7856;7.0059;-2.5255;-7.612;5.6436;12.2181;7.3081;1.0714;0.7737;0.801;0.4587;6.7;21.89;21.19;14.41;302.1;50.91;24.11;2.0;55.504;;;;NaN;;;;0 / 0;313568;2021-03-12 21:42:50:946
4.3629;-4.6186;7.0921;3.1905;2.1932;9.01;1.7879;-7.6166;-2.3012;-0.0504;0.0898;-3.0585;5.5;-32.49;13.88;-7.96;57.2;-12.92;-19.5;2.0;53.14;;;;NaN;;;;0 / 0;314067;2021-03-12 21:42:51:445
11.0367;-6.8607;9.8709;4.876;-4.3432;7.3166;-0.993;-4.7264;2.313;0.5102;-0.0046;5.25;3.4;4.46;29.21;11.93;6.05;26.29;-33.68;2.0;55.807;;;;NaN;;;;0 / 0;314566;2021-03-12 21:42:51:944
4.7126;-5.0737;8.9654;3.4377;-3.7402;8.3883;5.2116;1.7625;-0.6953;1.2343;-1.8956;-2.1797;6.9;1.92;33.04;1.22;357.3;22.42;-22.29;2.0;60.488;;;;NaN;;;;0 / 0;315067;2021-03-12 21:42:52:445
2.7436;-2.5345;7.1783;4.2193;-0.8859;8.8081;-2.0243;-2.1153;-1.0772;-0.5502;0.2711;1.0186;5.8;-19.54;29.8;-0.3;30.41;1.0;-28.94;2.0;62.876;;;;NaN;;;;0 / 0;315567;2021-03-12 21:42:52:945
4.9953;-3.1717;8.0168;4.2829;-3.4505;8.1192;0.2171;0.5067;0.1392;0.3275;-0.7839;0.6157;3.7;-5.86;33.29;6.96;14.96;20.6;-27.81;2.0;57.494;;;;NaN;;;;0 / 0;316067;2021-03-12 21:42:53:445
5.2061;-3.4927;7.6047;5.0387;-4.313;7.2236;0.3699;0.4389;0.1832;-0.7386;0.4575;-0.2844;3.3;-5.55;29.07;13.05;22.92;26.09;-34.9;2.0;53.424;;;;NaN;;;;0 / 0;316567;2021-03-12 21:42:53:945
5.896;-4.1778;7.0681;5.0111;-3.9718;7.4353;1.4464;0.2687;-0.5767;0.3683;-0.0757;-0.4177;3.0;-8.29;28.92;13.98;26.11;25.84;-33.19;2.0;56.982;;;;NaN;;;;0 / 0;317066;2021-03-12 21:42:54:444
4.9857;-3.6604;8.4911;5.8543;-2.7849;7.3581;-0.9311;-1.1659;1.0908;0.8553;-0.4328;0.4934;4.3;-12.42;32.17;8.13;25.35;16.5;-38.51;2.0;54.346;;;;NaN;;;;0 / 0;317568;2021-03-12 21:42:54:946
4.5737;-2.4818;9.1378;4.5667;-4.0525;7.6742;0.1175;1.8027;1.8641;-0.7908;0.4374;0.0811;5.2;-2.0;33.34;7.86;10.14;24.41;-30.76;2.0;52.696;;;;NaN;;;;0 / 0;318067;2021-03-12 21:42:55:445
5.2349;-5.7732;21.211;-1.3165;0.6425;9.6966;9.1823;-6.8297;12.3819;1.7373;5.1756;-2.7538;3.3;-16.57;23.89;-20.08;37.9;-3.76;7.73;2.0;63.075;;;;NaN;;;;0 / 0;318567;2021-03-12 21:42:55:945
4.7701;-7.9483;1.1417;-5.2579;1.6583;-8.1102;11.7249;-5.417;10.0617;3.1434;3.7921;2.0912;0.9;30.64;-14.06;10.57;115.11;-9.74;147.04;2.0;58.766;;;;NaN;;;;0 / 0;319067;2021-03-12 21:42:56:445
1.9914;-12.4901;-1.2202;0.7792;-9.6062;-1.8124;1.4085;-12.4752;5.1118;-5.2904;0.5453;2.0265;5.5;17.97;9.56;31.23;347.71;60.35;-17.72;2.0;56.069;;;;NaN;;;;0 / 0;319567;2021-03-12 21:42:56:945
12.7279;-23.974;18.0921;-1.0534;9.5795;1.8151;14.1713;-31.5179;16.6594;-11.8722;-1.4247;1.7206;15.9;-30.98;-11.28;-14.55;228.42;-27.36;159.7;2.0;46.916;;;;NaN;;;;0 / 0;320067;2021-03-12 21:42:57:445
7.5249;-6.5493;2.3395;-2.8798;4.5456;8.1985;9.6388;-10.4836;-7.8182;4.0643;-2.2643;1.926;5.2;29.22;11.2;-4.14;294.83;3.7;36.73;2.0;59.025;;;;NaN;;;;0 / 0;320567;2021-03-12 21:42:57:945
10.251;-3.5741;14.9541;5.8899;0.0502;7.8408;4.7226;4.4825;4.7675;-3.9353;0.7373;0.8453;5.2;15.95;2.94;-23.71;305.35;-41.05;-13.76;2.0;60.399;;;;NaN;;;;0 / 0;321067;2021-03-12 21:42:58:445
4.2479;-4.264;5.4248;6.0006;0.8142;7.7136;-2.4131;-4.2953;-1.7699;-0.7418;-0.5546;0.2883;9.9;-10.26;32.67;-4.58;8.88;-3.41;-35.49;2.0;61.842;;;;NaN;;;;0 / 0;321567;2021-03-12 21:42:58:945
6.1835;-3.2531;7.5185;4.0943;-6.6557;5.9252;1.9235;3.3555;2.238;-0.3446;-0.3832;0.9197;4.5;5.56;26.7;13.2;5.02;36.59;-35.4;2.0;57.545;;;;NaN;;;;0 / 0;322067;2021-03-12 21:42:59:445
4.5785;-4.3359;6.5268;6.8015;-2.6132;6.5637;-2.4057;-1.7161;-0.2014;-0.2841;0.2796;-1.3051;9.7;0.64;31.78;2.99;2.54;20.6;-44.22;2.0;57.483;;;;NaN;;;;0 / 0;322567;2021-03-12 21:42:59:945
5.5894;-4.3407;6.3016;5.4217;-4.1553;7.0362;0.4972;0.2437;-0.4923;-0.7923;0.5848;0.1231;5.2;-0.84;29.76;9.56;13.42;19.02;-40.93;2.0;63.229;;;;NaN;;;;0 / 0;323067;2021-03-12 21:43:00:445
5.4457;-4.5132;5.6596;5.855;-4.1754;6.6675;-0.1953;-0.3779;-0.6896;-0.6215;0.3387;-0.163;5.8;2.44;30.06;7.46;5.78;26.73;-40.38;2.0;50.655;;;;NaN;;;;0 / 0;323567;2021-03-12 21:43:00:945
5.2588;-4.3694;6.1004;5.7533;-3.6875;7.0337;-0.7324;-0.6764;-0.2887;1.0242;-0.2217;0.3565;7.0;2.56;31.09;5.48;1.87;26.36;-40.76;2.0;54.397;;;;NaN;;;;0 / 0;324067;2021-03-12 21:43:01:445
4.8707;-3.7802;7.3269;5.2819;-5.1931;6.4269;-0.4536;1.4305;0.8252;-0.4162;0.2006;-0.2456;5.2;2.87;29.73;10.56;8.57;31.97;-39.41;2.0;59.719;;;;NaN;;;;0 / 0;324566;2021-03-12 21:43:01:944
4.9809;-4.5515;6.6609;5.7977;-3.5537;7.066;-0.5159;-0.8526;-0.1587;0.3914;-0.1494;-0.3416;5.8;-0.57;31.88;7.67;10.44;24.68;-38.78;2.0;59.311;;;;NaN;;;;0 / 0;325067;2021-03-12 21:43:02:445
5.7427;-3.9862;7.4658;5.2589;-4.6921;6.819;0.6817;0.5473;1.3208;0.5082;-0.2433;0.1952;4.0;-1.56;30.43;11.28;15.88;27.0;-39.47;2.0;49.775;;;;NaN;;;;0 / 0;325567;2021-03-12 21:43:02:945
5.1007;-4.0005;7.0107;5.1895;-4.7119;6.8584;0.5748;0.3873;0.2141;-0.0789;-0.188;0.2486;5.5;2.0;31.08;9.22;6.95;27.55;-37.02;2.0;53.183;;;;NaN;;;;0 / 0;326067;2021-03-12 21:43:03:445
4.9761;-4.2257;7.6526;4.9596;-4.4142;7.2172;0.1982;0.5923;1.1311;0.5845;0.0215;-0.4959;3.6;-4.03;30.29;11.34;18.46;30.51;-36.25;2.0;58.102;;;;NaN;;;;0 / 0;326567;2021-03-12 21:43:03:945
5.46;-4.403;7.0777;5.2521;-3.3658;7.5668;-0.1197;-0.5136;-0.8835;-0.2407;-0.3046;0.1307;3.6;-8.61;30.43;9.9;23.85;18.13;-34.0;2.0;59.825;;;;NaN;;;;0 / 0;327067;2021-03-12 21:43:04:445
6.4422;-4.7767;6.2824;5.2892;-4.5575;6.8865;-0.1601;-0.0857;0.8196;0.4665;-0.1729;0.9966;6.7;4.08;30.7;6.67;2.96;26.25;-41.31;2.0;54.115;;;;NaN;;;;0 / 0;327567;2021-03-12 21:43:04:945
4.9905;-3.761;7.4275;5.192;-5.0977;6.5747;-0.2013;0.7902;0.8099;0.7065;-0.6779;0.3179;12.0;12.73;28.31;-0.03;340.05;31.32;-38.3;2.0;48.774;;;;NaN;;;;0 / 0;328067;2021-03-12 21:43:05:445
5.0576;-3.7658;6.4214;5.0346;-3.5872;7.6128;0.4035;-0.9359;-0.7972;-0.2125;0.0266;-0.4522;7.6;5.63;30.88;3.71;354.89;21.46;-33.48;2.0;54.731;;;;NaN;;;;0 / 0;328567;2021-03-12 21:43:05:945
4.9953;-3.9526;7.3604;5.1477;-3.7254;7.4695;-0.1068;-0.0776;-0.5965;-0.5142;0.5658;-0.4888;5.2;-0.46;31.75;7.96;8.25;23.23;-35.42;2.0;54.944;;;;NaN;;;;0 / 0;329067;2021-03-12 21:43:06:445
4.0754;-4.2209;6.5363;5.3429;-3.065;7.6308;-0.7121;-0.3707;0.6317;0.7586;-0.3893;0.2485;5.8;-3.72;31.75;6.41;12.23;21.17;-34.18;2.0;64.107;;;;NaN;;;;0 / 0;329567;2021-03-12 21:43:06:945
6.5667;-4.0532;7.7628;4.3629;-5.7401;6.6473;1.7381;0.8786;0.2736;-0.6468;-0.0768;0.848;9.6;11.34;27.98;4.25;346.72;29.27;-34.13;2.0;67.422;;;;NaN;;;;0 / 0;330067;2021-03-12 21:43:07:445
4.4731;-4.0437;7.6862;5.5741;-4.4507;6.7299;-0.5853;-0.9021;0.3095;0.6632;0.2555;-0.5479;18.6;10.89;28.63;-3.54;338.25;26.99;-39.63;2.0;57.77;;;;NaN;;;;0 / 0;330567;2021-03-12 21:43:07:945
5.7092;-3.3202;8.0359;5.3836;-3.966;7.1734;0.5829;0.4664;1.155;-0.8775;0.0361;0.251;21.0;11.49;28.64;-4.04;338.78;16.63;-37.27;2.0;50.636;;;;NaN;;;;0 / 0;331068;2021-03-12 21:43:08:446
5.5079;-3.8233;7.4035;5.0086;-5.2218;6.6194;0.6348;0.7899;0.5936;-0.9754;0.8492;-0.7393;9.1;12.46;27.68;1.83;344.26;30.56;-38.8;2.0;53.576;;;;NaN;;;;0 / 0;331567;2021-03-12 21:43:08:945
4.8947;-4.3455;6.7951;5.9225;-2.5138;7.401;-1.0297;-2.502;-2.0175;-0.7799;0.1129;0.2098;18.0;7.57;29.76;-4.0;343.67;11.0;-39.02;2.0;66.165;;;;NaN;;;;0 / 0;332067;2021-03-12 21:43:09:445
4.3342;-3.4352;7.1975;5.025;-4.2843;7.2502;0.1289;0.7914;0.2616;-1.1692;0.0766;-0.0862;11.4;9.29;28.7;4.7;351.41;25.9;-34.73;2.0;69.488;;;;NaN;;;;0 / 0;332567;2021-03-12 21:43:09:945
-1.4294;-3.7802;4.8308;-0.0574;6.8901;6.9781;1.76;-12.8066;-1.1367;1.2403;0.9689;-0.1071;11.7;-5.55;19.54;-25.96;358.15;-14.72;-14.81;2.0;66.594;;;;NaN;;;;0 / 0;333066;2021-03-12 21:43:10:444
13.4705;-11.3307;15.9985;2.0607;2.9505;9.1224;13.7639;-16.641;9.842;-0.7378;1.575;8.8;4.3;19.79;-24.06;-8.4;230.34;-29.85;7.11;2.0;67.233;;;;NaN;;;;0 / 0;333567;2021-03-12 21:43:10:945
7.5968;-8.2214;9.9092;2.1765;-3.558;8.8754;6.5135;-1.9469;2.8412;0.4871;0.8448;-6.1725;7.3;16.18;-10.73;-26.86;205.08;27.21;10.37;2.0;52.357;;;;NaN;;;;0 / 0;334067;2021-03-12 21:43:11:445
8.7658;-8.7867;9.6457;-2.7154;-4.8302;8.0911;12.5935;-1.9974;1.7644;4.2624;-1.8957;-1.4097;5.8;6.5;30.74;-0.68;346.04;29.51;18.55;2.0;67.274;;;;NaN;;;;0 / 0;334566;2021-03-12 21:43:11:944
-11.6916;-8.3795;14.1731;1.9153;4.3558;8.5749;-13.255;-13.2565;5.5722;0.5433;-0.4732;1.6066;7.3;-30.08;-11.31;-0.81;100.94;-20.22;-29.13;2.0;66.694;;;;NaN;;;;0 / 0;335066;2021-03-12 21:43:12:444
22.3242;-11.5223;-0.7076;5.1358;2.5444;7.9574;8.0961;-17.8716;5.7423;3.9084;1.8033;5.6216;7.3;17.96;3.11;-20.04;282.18;-17.87;-29.31;2.0;63.233;;;;NaN;;;;0 / 0;335566;2021-03-12 21:43:12:944
8.6652;0.8814;3.9588;7.6647;1.8351;5.8356;0.7789;-1.7024;0.9516;0.5605;0.8471;1.9574;2.7;10.75;-4.67;-26.11;262.5;-10.79;-52.72;2.0;62.527;;;;NaN;;;;0 / 0;336067;2021-03-12 21:43:13:445
3.7161;-1.4422;6.4262;3.8794;-0.9388;8.9576;-0.0367;-0.2386;-2.4458;-0.8014;-0.0513;-0.6063;7.0;20.93;2.22;-22.85;271.55;5.49;-23.42;2.0;64.484;;;;NaN;;;;0 / 0;336567;2021-03-12 21:43:13:945
3.2897;-5.778;6.407;1.5515;-6.7518;6.9409;1.8644;0.8006;-0.6129;1.0287;0.2271;1.7442;3.6;20.97;6.99;-23.99;263.12;35.67;-19.71;2.0;61.669;;;;NaN;;;;0 / 0;337067;2021-03-12 21:43:14:445
6.1931;3.32;8.4815;0.2569;-4.732;8.5856;1.8866;1.7098;1.775;-0.6727;0.4374;-1.9332;3.1;16.38;-6.83;-24.88;222.99;28.85;-1.71;2.0;65.845;;;;NaN;;;;0 / 0;337568;2021-03-12 21:43:14:946
3.5868;-3.1046;4.3517;5.6405;3.8175;7.0557;-1.2927;-8.7314;-1.5851;0.1729;-1.6392;-1.6084;8.5;11.12;12.5;-21.01;310.14;-13.19;-25.17;2.0;59.764;;;;NaN;;;;0 / 0;338067;2021-03-12 21:43:15:445
0.3145;-7.129;12.1466;2.2555;-0.6648;9.5206;-3.9591;-5.5913;3.1966;-0.8453;0.8403;4.6905;17.5;13.39;24.01;-6.99;329.91;-4.89;-10.73;2.0;70.473;;;;NaN;;;;0 / 0;338567;2021-03-12 21:43:15:945
8.258;2.2756;11.5333;-3.2073;-2.6462;8.8815;11.0217;6.4373;1.1092;-0.8427;0.4432;2.8253;32.3;23.15;14.64;1.77;299.93;15.65;19.86;2.0;64.953;;;;NaN;;;;0 / 0;339067;2021-03-12 21:43:16:445
15.315;-14.6125;15.9889;-3.9086;4.0669;8.0221;21.4204;-19.0886;9.4164;5.1078;-0.8922;-3.2997;6.7;-10.89;20.0;-23.83;44.14;5.86;16.42;2.0;66.068;;;;NaN;;;;0 / 0;339568;2021-03-12 21:43:16:946
-11.476;-10.6121;26.8692;0.5125;1.9016;9.6069;-14.5801;-14.8911;14.462;1.1342;-3.9624;-3.1571;6.4;16.78;-26.85;-5.23;217.49;-26.22;9.13;2.0;66.237;;;;NaN;;;;0 / 0;340067;2021-03-12 21:43:17:445
29.0076;-21.6792;28.0909;-4.5461;3.6012;7.9079;27.1446;-28.3583;17.7703;-3.4038;-0.2317;8.5674;7.6;18.27;19.29;-13.44;340.02;-21.54;29.89;2.0;60.232;;;;NaN;;;;0 / 0;340567;2021-03-12 21:43:17:945
18.6304;3.8087;19.9558;-4.702;0.071;8.6056;23.9417;2.3687;11.295;-2.5259;8.248;3.6435;7.0;-8.95;-24.8;-22.16;143.46;-0.41;28.65;2.0;58.072;;;;NaN;;;;0 / 0;341068;2021-03-12 21:43:18:446
13.1064;-12.1739;10.4649;-1.3723;0.6014;9.6915;12.5948;-13.9052;4.2812;1.6799;0.7777;-6.2584;28.7;23.44;15.34;-1.65;304.21;-3.52;8.06;2.0;52.762;;;;NaN;;;;0 / 0;341568;2021-03-12 21:43:18:946
9.7575;-13.7406;12.8892;5.5166;3.2534;7.4265;6.5411;-18.4688;5.6699;-1.9092;-3.4446;-5.3594;13.6;-29.09;0.0;7.48;87.81;-15.25;-21.85;2.0;62.801;;;;NaN;;;;0 / 0;342067;2021-03-12 21:43:19:445
16.5894;-7.0332;1.228;6.0159;-0.9874;7.6814;13.1699;-7.5467;-5.8814;0.3703;-1.2938;3.3725;3.6;-25.09;15.9;10.53;60.3;-12.55;-23.36;2.0;59.719;;;;NaN;;;;0 / 0;342567;2021-03-12 21:43:19:945
8.6364;-12.7297;9.2384;2.5064;1.1932;9.4056;6.2366;-14.167;0.2794;5.0564;0.5319;5.058;19.3;21.11;4.91;-17.81;354.13;22.14;-37.27;2.0;66.277;;;;NaN;;;;0 / 0;343067;2021-03-12 21:43:20:445
9.2449;-11.7811;9.9379;4.5873;-3.2279;8.0441;5.6871;-10.9605;9.5259;0.3175;-0.7704;-7.953;22.2;11.76;30.18;-3.22;337.96;19.22;-29.69;2.0;58.606;;;;NaN;;;;0 / 0;343569;2021-03-12 21:43:20:947
3.4191;-2.8315;4.6104;7.7895;3.3764;4.9086;-3.0363;-6.9623;-0.9442;-1.4471;-1.0084;0.3581;19.6;-23.42;25.26;3.87;34.32;-17.23;-45.24;2.0;56.701;;;;NaN;;;;0 / 0;344066;2021-03-12 21:43:21:444
7.0794;-5.3707;7.5664;1.7894;-6.8537;6.7819;5.4828;1.3221;0.0162;-0.2544;0.8856;1.4521;4.6;11.12;29.77;12.81;355.52;34.87;-31.18;2.0;58.079;;;;NaN;;;;0 / 0;344567;2021-03-12 21:43:21:945
4.2863;-5.3612;7.7676;4.8022;-4.518;7.2592;1.4689;-1.911;0.9912;1.5652;-1.1388;-2.3534;5.2;-4.53;35.44;4.89;12.32;27.43;-33.49;2.0;52.338;;;;NaN;;;;0 / 0;345067;2021-03-12 21:43:22:445
5.4696;-4.058;8.4048;4.8508;-3.1093;7.9355;0.3691;-0.9891;0.7244;-1.2206;0.5152;1.2464;5.5;-2.69;34.05;8.69;11.98;18.49;-31.44;2.0;44.115;;;;NaN;;;;0 / 0;345567;2021-03-12 21:43:22:945
6.2026;-3.4112;7.6766;3.2661;-5.4033;7.5039;2.9136;1.7293;-0.5647;-0.4102;-0.2007;0.8174;14.1;16.54;29.36;0.88;332.83;29.2;-24.84;2.0;64.584;;;;NaN;;;;0 / 0;346067;2021-03-12 21:43:23:445
5.1199;-4.1826;6.7903;5.0804;-3.7769;7.4897;-0.1765;-0.2252;-0.4077;-0.4191;0.4971;-0.9655;15.6;10.26;32.43;0.97;346.42;25.49;-34.66;2.0;50.894;;;;NaN;;;;0 / 0;346567;2021-03-12 21:43:23:945
5.5223;-4.2736;6.8765;5.3384;-3.5434;7.4241;0.1543;-0.7386;-0.4348;-0.1748;0.1694;-0.6327;6.1;0.79;34.31;6.73;5.51;21.18;-35.72;2.0;54.463;;;;NaN;;;;0 / 0;347067;2021-03-12 21:43:24:445
5.9439;-3.3154;7.9832;5.0003;-4.9516;6.83;0.5306;0.5949;-0.2473;-0.8107;0.2645;0.7147;6.1;6.89;32.03;10.43;0.44;30.33;-36.21;2.0;65.207;;;;NaN;;;;0 / 0;347566;2021-03-12 21:43:24:944
5.7762;-4.4892;6.2633;4.9015;-4.2394;7.3602;1.2418;-0.4605;-1.1077;0.3145;-0.0916;-0.5063;7.3;6.64;32.86;5.37;354.38;30.27;-32.61;2.0;50.391;;;;NaN;;;;0 / 0;348067;2021-03-12 21:43:25:445
5.0528;-4.3742;7.3316;5.5375;-4.8993;6.4423;-0.3413;0.3979;0.6085;-0.9026;-0.0911;0.5706;7.8;2.96;34.75;5.61;2.54;24.01;-39.8;2.0;44.124;;;;NaN;;;;0 / 0;348566;2021-03-12 21:43:25:944
6.0781;-4.6665;6.8526;4.4567;-5.8822;6.4582;1.418;1.5626;1.3245;0.9431;-0.0948;-0.3437;5.5;4.1;33.21;7.4;1.25;36.86;-34.61;2.0;50.324;;;;NaN;;;;0 / 0;349067;2021-03-12 21:43:26:445
